,method,name
1398,  public int <extra_id_0>() {    return log.size();  },getLogSize
2335,"  void <extra_id_0>() {    assertEquals(1, repository.getNextId());    assertEquals(2, repository.getNextId());    assertEquals(3, repository.getNextId());  }  @Test",testNextId
3116,  void <extra_id_0>() {    assertDoesNotThrow(() -> App.main(new String[]{}));  },shouldExecuteApplicationWithoutException
3055,"  public void <extra_id_0>(Product product, Customer customer) throws SQLException {    var sql = ""delete from PURCHASES where product_name = ? and customer_name = ?"";    try (var connection = dataSource.getConnection();        var preparedStatement = connection.prepareStatement(sql)) {      preparedStatement.setString(1, product.getName());      preparedStatement.setString(2, customer.getName());      preparedStatement.executeUpdate();    }  }",deleteProduct
3451,"  public void <extra_id_0>() {    currentInstance.getPrinterQueue().clear();  }  /**   * Private constructor prevents instantiation, unless using the getInstance() method.   */",emptyQueue
491,"  void <extra_id_0>() {    var shard = new Shard(1);    shardManager.addNewShard(shard);    var tmpShard = shardManager.getShardById(1);    assertEquals(shard, tmpShard);  }",testGetShardById
262,"  void <extra_id_0>() {    assertEquals(0, source.accumulateSum(-1, 0, 1));  }  @Test",testAccumulateSum
1419,"  public void <extra_id_0>(WeatherType currentWeather) {    LOGGER.info(""The hobbits are facing {} weather now"", currentWeather.getDescription());  }",update
3827,  void <extra_id_0>() {    assertDoesNotThrow(() -> App.main(new String[]{}));  },shouldExecuteApplicationWithoutException
3691,"  public void <extra_id_0>() {    LOGGER.info(""# CachingPolicy.BEHIND"");    appManager.initCachingPolicy(CachingPolicy.BEHIND);    var userAccount3 = new UserAccount(""003"",            ""Adam"",            ""He likes food."");    var userAccount4 = new UserAccount(""004"",            ""Rita"",            ""She hates cats."");    var userAccount5 = new UserAccount(""005"",            ""Isaac"",            ""He is allergic to mustard."");    appManager.save(userAccount3);    appManager.save(userAccount4);    appManager.save(userAccount5);    LOGGER.info(appManager.printCacheContent());    appManager.find(""003"");    LOGGER.info(appManager.printCacheContent());    UserAccount userAccount6 = new UserAccount(""006"",            ""Yasha"",            ""She is an only child."");    appManager.save(userAccount6);    LOGGER.info(appManager.printCacheContent());    appManager.find(""004"");    LOGGER.info(appManager.printCacheContent());  }  /**   * Cache-Aside.   */",useReadThroughAndWriteBehindStrategy
3455,"  void <extra_id_0>() throws IllegalArgumentException {    Assertions.assertThrows(IllegalArgumentException.class, () -> new PrinterItem(PaperSizes.A4, -1, true, true));  }  @Test()  @Timeout(1000)",negativePageCount
1335,  O <extra_id_0>(I input) {    return currentHandler.process(input);  },execute
3637,"  void <extra_id_0>() {    var wizardNumber = 0;    var bytecode = new int[5];    bytecode[0] = LITERAL.getIntValue();    bytecode[1] = wizardNumber;    bytecode[2] = LITERAL.getIntValue();    bytecode[3] = 50;                        // wisdom amount    bytecode[4] = SET_WISDOM.getIntValue();    var vm = new VirtualMachine();    vm.execute(bytecode);    assertEquals(50, vm.getWizards()[wizardNumber].getWisdom());  }  @Test",testSetWisdom
3177,  void <extra_id_0>() throws SQLException {    try (var connection = DriverManager.getConnection(DB_URL);         var statement = connection.createStatement()) {      statement.execute(CustomerSchemaSql.CREATE_SCHEMA_SQL);    }  }  /**   * Represents the scenario where DB connectivity is present.   */  @Nested,createSchema
1352,"  public String <extra_id_0>(SignupModel form, RedirectAttributes redirectAttributes) {    LOGGER.info(form.getName());    LOGGER.info(form.getEmail());    redirectAttributes.addAttribute(""name"", form.getName());    redirectAttributes.addAttribute(""email"", form.getEmail());    redirectAttributes.addFlashAttribute(""userInfo"", form);    return view.redirect(form);  }",create
3178,    void <extra_id_0>() throws Exception {      var dataSource = new JdbcDataSource();      dataSource.setURL(DB_URL);      dao = new DbCustomerDao(dataSource);      var result = dao.add(existingCustomer);      assertTrue(result);    }    /**     * Represents the scenario when DAO operations are being performed on a non existing customer.     */    @Nested,setUp
2616,  void <extra_id_0>();,display
874,    public void <extra_id_0>() {      key.interestOps(interestedOps);    }    @Override,run
1971,"    void <extra_id_0>(){        final var target = new Target();        assertEquals(target.getSize().getWidth(), Double.valueOf(640));        assertEquals(target.getSize().getHeight(), Double.valueOf(480));        assertEquals(true,target.isVisible());    }",testSetup
339,    public BuildStep <extra_id_0>() {      return this;    }    @Override,noWeapon
3684,  public UserAccount <extra_id_0>(final String userId) {    return cache.get(userId);  }  /**   * Delegate to backing cache store.   * @param userId {@link String}   * @param userAccount {@link UserAccount}   */,get
3833,  void <extra_id_0>(Zoom zoom);,visit
2303,"  public String <extra_id_0>() {    return String.format(""%d"", id);  }",toString
3469,  public static Finder <extra_id_0>(String... queries) {    var finder = identSum();    for (String query : queries) {      finder = finder.or(Finder.contains(query));    }    return finder;  },expandedFinder
649,  public final boolean <extra_id_0>(Mass other) {    return this.value <= other.value;  }  @Override,smallerThanOrEq
249,"  public boolean <extra_id_0>(int... nums) {    LOGGER.info(SOURCE_MODULE, VERSION);    return Arrays.stream(nums).allMatch(num -> num != 0);  }",ifNonZero
1683,"  FileSelectorPresenter <extra_id_0>();  /**   * Sets the file's name, to the value given as parameter.   *   * @param name The new name of the file.   */",getPresenter
3305,  void <extra_id_0>() {    System.setOut(realStdOut);  }  /**   * Test the message from the orcs   */  @Test,tearDown
1313,      public Integer <extra_id_0>(Stats stat) {        return null;      }      @Override,get
1616,"  private static void <extra_id_0>() {    var out = new ByteArrayOutputStream();    Mute.mute(() -> out.write(""Hello"".getBytes()));  }",useOfMute
439,"  void <extra_id_0>() {    var user = new User(1, ""janedoe"", ""tmp"");    user.setPassword(""iloveyou"");    assertEquals(""iloveyou"", user.getPassword());  }  @Test",testSetPassword
3095,  void <extra_id_0>() {    appender.stop();  }  /**   * Test if the {@link GuiceWizard} smokes whatever instance of {@link Tobacco} is passed to him   * through the constructor parameter   */  @Test,tearDown
2789,  void <extra_id_0>() {    assertDoesNotThrow(() -> App.main(new String[]{}));  },shouldExecuteApplicationWithoutException
766,  public void <extra_id_0>(Royalty r) {    r.getFed();  },feed
3137,"  public boolean <extra_id_0>(Customer customer) throws Exception {    if (getById(customer.getId()).isPresent()) {      return false;    }    try (var connection = getConnection();         var statement = connection.prepareStatement(""INSERT INTO CUSTOMERS VALUES (?,?,?)"")) {      statement.setInt(1, customer.getId());      statement.setString(2, customer.getFirstName());      statement.setString(3, customer.getLastName());      statement.execute();      return true;    } catch (SQLException ex) {      throw new CustomException(ex.getMessage(), ex);    }  }  /**   * {@inheritDoc}   */  @Override",add
268,"  void <extra_id_0>() {    assertEquals(0, arithmetic.sum(-1, 0, 1));  }  @Test",testSum
1928,  void <extra_id_0>(boolean alive);  /**   * Consume messages from other instances.   *   * @param message Message sent by other instances   */,setAlive
3652,"  private int <extra_id_0>(int min, int max) {    return ThreadLocalRandom.current().nextInt(min, max + 1);  }",randomInt
36,  void <extra_id_0>() {    appender = new InMemoryAppender();  }  @AfterEach,setUp
3198,  void <extra_id_0>() {    assertDoesNotThrow(() -> App.main(new String[]{}));  },shouldExecuteApplicationWithoutException
3141,"  Optional<Customer> <extra_id_0>(int id) throws Exception;  /**   * Add a customer.   *   * @param customer the customer to be added.   * @return true if customer is successfully added, false if customer already exists.   * @throws Exception if any error occurs.   */",getById
761,  void <extra_id_0>();,getFed
688,"  void <extra_id_0>(Creature testedCreature, String name) {    assertEquals(name, testedCreature.getName());  }  @ParameterizedTest  @MethodSource(""dataProvider"")",testGetName
3718,  public void <extra_id_0>() {    db = new HashMap<>();  }  @Override,connect
3757,  public Enchantment <extra_id_0>() {    return enchantment;  },getEnchantment
3128,  public static ServiceContext <extra_id_0>() {    return new ServiceContext();  },createContext
3727,  void <extra_id_0>() {    assertNotNull(app);    app.useReadThroughAndWriteBehindStrategy();  }  @Test,testReadThroughAndWriteBehindStrategy
1003,  public boolean <extra_id_0>(Role role) {    return roles.containsKey(role);  }  @Override,hasRole
1178,  Warlord <extra_id_0>();,createWarlord
3427,"    private Commander <extra_id_0>() {        return buildCommanderObjectWithoutDB(false, false, new IllegalStateException());    }",buildCommanderObjectWithoutDB
2597,  void <extra_id_0>() {    appender = new InMemoryAppender();  }  @AfterEach,setUp
740,"  void <extra_id_0>() {    var x = this.boundary.coordinateX;    var y = this.boundary.coordinateY;    var width = this.boundary.width;    var height = this.boundary.height;    var nw = new Rect(x - width / 4, y + height / 4, width / 2, height / 2);    this.northwest = new QuadTree(nw, this.capacity);    var ne = new Rect(x + width / 4, y + height / 4, width / 2, height / 2);    this.northeast = new QuadTree(ne, this.capacity);    var sw = new Rect(x - width / 4, y - height / 4, width / 2, height / 2);    this.southwest = new QuadTree(sw, this.capacity);    var se = new Rect(x + width / 4, y - height / 4, width / 2, height / 2);    this.southeast = new QuadTree(se, this.capacity);    this.divided = true;  }",divide
1189,"  static Collection<Object[]> <extra_id_0>() {    return List.of(        new Object[]{new OrcBeast(""axe""), ""Orcish wolf attacks with axe""},        new Object[]{new OrcMage(""sword""), ""Orcish mage attacks with sword""},        new Object[]{new OrcWarlord(""laser""), ""Orcish warlord attacks with laser""},        new Object[]{new ElfBeast(""cooking""), ""Elven eagle helps in cooking""},        new Object[]{new ElfMage(""cleaning""), ""Elven mage helps in cleaning""},        new Object[]{new ElfWarlord(""protecting""), ""Elven warlord helps in protecting""}    );  }  @ParameterizedTest  @MethodSource(""dataProvider"")",dataProvider
2164,  T <extra_id_0>();,next
539,  public void <extra_id_0>(Long id) {    this.id = id;  },setId
11,  public void <extra_id_0>() {    while (isRunning) {      if (!isSuspended) {        twin.draw();        twin.move();      }      try {        Thread.sleep(250);      } catch (InterruptedException e) {        throw new RuntimeException(e);      }    }  },run
730,"  static Hashtable<Integer, Point> <extra_id_0>(Collection<Point> points, Rect field, Rect queryRange) {    //creating quadtree and inserting all points    var qTree = new QuadTree(queryRange, 4);    points.forEach(qTree::insert);    return qTree        .query(field, new ArrayList<>())        .stream()        .collect(Collectors.toMap(p -> p.id, p -> p, (a, b) -> b, Hashtable::new));  }",quadTreeTest
1059,"  public Optional<OrchestrationChapter> <extra_id_0>(String service) {    return Optional.ofNullable(services.getOrDefault(service, null));  }",find
2282,"  public void <extra_id_0>(PlayerDetails details) {    LOGGER.info(""Lottery ticket for {} was checked and unfortunately did not win this time."",        details.getEmail());  }  @Override",ticketDidNotWin
3835,"  public void <extra_id_0>(ModemVisitor modemVisitor) {    if (modemVisitor instanceof HayesVisitor) {      ((HayesVisitor) modemVisitor).visit(this);    } else {      LOGGER.info(""Only HayesVisitor is allowed to visit Hayes modem"");    }  }  /**   * Hayes' modem's toString method.   */  @Override",accept
1034,  public Saga <extra_id_0>(String name) {    this.chapters.add(new Chapter(name));    return this;  },chapter
729,"  void <extra_id_0>() {    var points = new ArrayList<Point>();    var rand = new Random();    for (int i = 0; i < 20; i++) {      var p = new Bubble(rand.nextInt(300), rand.nextInt(300), i, rand.nextInt(2) + 1);      points.add(p);    }    var field = new Rect(150, 150, 300, 300); //size of field    var queryRange = new Rect(70, 130, 100, 100); //result = all points lying in this rectangle    //points found in the query range using quadtree and normal method is same    var points1 = QuadTreeTest.quadTreeTest(points, field, queryRange);    var points2 = QuadTreeTest.verify(points, queryRange);    assertEquals(points1, points2);  }",queryTest
1336,"  public String <extra_id_0>(String input) {    var inputWithoutAlphabets = new StringBuilder();    var isAlphabetic = (IntPredicate) Character::isAlphabetic;    input.chars()        .filter(isAlphabetic.negate())        .mapToObj(x -> (char) x)        .forEachOrdered(inputWithoutAlphabets::append);    var inputWithoutAlphabetsStr = inputWithoutAlphabets.toString();    LOGGER.info(        String.format(            ""Current handler: %s, input is %s of type %s, output is %s, of type %s"",            RemoveAlphabetsHandler.class, input,            String.class, inputWithoutAlphabetsStr, String.class        )    );    return inputWithoutAlphabetsStr;  }",process
48,"  void <extra_id_0>(Soldier unit, UnitVisitor mockedVisitor) {    verify(mockedVisitor).visit(eq(unit));  }",verifyVisit
2072,"  public void <extra_id_0>() {    LOGGER.info(""Evicting health check cache"");    try {      Cache healthCheckCache = cacheManager.getCache(""health-check"");      LOGGER.info(""Health check cache: {}"", healthCheckCache);      if (healthCheckCache != null) {        healthCheckCache.clear();      }    } catch (Exception e) {      LOGGER.error(""Failed to evict health check cache"", e);    }  }",evictHealthCache
1536,  void <extra_id_0>();,makeUnhappy
901,"  void <extra_id_0>() {    Customer john = new Customer(""1"", ""john"");    Customer julia = new Customer(""2"", ""julia"");    customerRegistry.addCustomer(john);    customerRegistry.addCustomer(julia);    Customer customerWithId1 = customerRegistry.getCustomer(""1"");    assertNotNull(customerWithId1);    assertEquals(""1"", customerWithId1.id());    assertEquals(""john"", customerWithId1.name());    Customer customerWithId2 = customerRegistry.getCustomer(""2"");    assertNotNull(customerWithId2);    assertEquals(""2"", customerWithId2.id());    assertEquals(""julia"", customerWithId2.name());  }  @Test",shouldBeAbleToAddAndQueryCustomerObjectFromRegistry
350,"  void <extra_id_0>() {    final var character = CharacterStepBuilder.newBuilder()        .name(""Cuauhtemoc"")        .fighterClass(""aztec"")        .withWeapon(""spear"")        .withAbility(""speed"")        .withAbility(""strength"")        .noMoreAbilities()        .build();    assertEquals(""Cuauhtemoc"", character.getName());    assertEquals(""aztec"", character.getFighterClass());    assertEquals(""spear"", character.getWeapon());    assertNotNull(character.toString());    final var abilities = character.getAbilities();    assertNotNull(abilities);    assertEquals(2, abilities.size());    assertTrue(abilities.contains(""speed""));    assertTrue(abilities.contains(""strength""));  }  /**   * Build a new wizard {@link Character} without weapon and abilities and verify if it has the   * expected attributes   */  @Test",testBuildWarrior
2955,      public String <extra_id_0>() {        return name;      },getName
2567,"  private static void <extra_id_0>() {    LOGGER.info(""### Filtering ThreatAwareSystem by ThreatType ###"");    var rootkit = new SimpleThreat(ThreatType.ROOTKIT, 1, ""Simple-Rootkit"");    var trojan = new SimpleThreat(ThreatType.TROJAN, 2, ""Simple-Trojan"");    List<Threat> threats = List.of(rootkit, trojan);    var threatAwareSystem = new SimpleThreatAwareSystem(""Sys-1"", threats);    LOGGER.info(""Filtering ThreatAwareSystem. Initial : "" + threatAwareSystem);    //Filtering using Filterer    var rootkitThreatAwareSystem = threatAwareSystem.filtered()        .by(threat -> threat.type() == ThreatType.ROOTKIT);    LOGGER.info(""Filtered by threatType = ROOTKIT : "" + rootkitThreatAwareSystem);  }",filteringSimpleThreats
3686,  public void <extra_id_0>(final String userId) {    cache.invalidate(userId);  },invalidate
349,"  void <extra_id_0>() {    final var character = CharacterStepBuilder.newBuilder()        .name(""Merlin"")        .wizardClass(""alchemist"")        .withSpell(""poison"")        .noAbilities()        .build();    assertEquals(""Merlin"", character.getName());    assertEquals(""alchemist"", character.getWizardClass());    assertEquals(""poison"", character.getSpell());    assertNull(character.getAbilities());    assertNotNull(character.toString());  }  /**   * Build a new warrior {@link Character} and verify if it has the expected attributes   */  @Test",testBuildWeakWizard
958,"  public static void <extra_id_0>(String[] args) {    var context = new AnnotationConfigApplicationContext(AppConfig.class);    var repository = context.getBean(PersonRepository.class);    var peter = new Person(""Peter"", ""Sagan"", 17);    var nasta = new Person(""Nasta"", ""Kuzminova"", 25);    var john = new Person(""John"", ""lawrence"", 35);    var terry = new Person(""Terry"", ""Law"", 36);    // Add new Person records    repository.save(peter);    repository.save(nasta);    repository.save(john);    repository.save(terry);    // Count Person records    LOGGER.info(""Count Person records: {}"", repository.count());    // Print all records    var persons = (List<Person>) repository.findAll();    persons.stream().map(Person::toString).forEach(LOGGER::info);    // Update Person    nasta.setName(""Barbora"");    nasta.setSurname(""Spotakova"");    repository.save(nasta);    repository.findById(2L).ifPresent(p -> LOGGER.info(""Find by id 2: {}"", p));    // Remove record from Person    repository.deleteById(2L);    // count records    LOGGER.info(""Count Person records: {}"", repository.count());    // find by name    repository        .findOne(new PersonSpecifications.NameEqualSpec(""John""))        .ifPresent(p -> LOGGER.info(""Find by John is {}"", p));    // find by age    persons = repository.findAll(new PersonSpecifications.AgeBetweenSpec(20, 40));    LOGGER.info(""Find Person with age between 20,40: "");    persons.stream().map(Person::toString).forEach(LOGGER::info);    context.close();  }",main
2333,"  void <extra_id_0>() {    MongoConnectionPropertiesLoader.load();    var mongoClient = new MongoClient(System.getProperty(""mongo-host""),        Integer.parseInt(System.getProperty(""mongo-port"")));    mongoClient.dropDatabase(TEST_DB);    mongoClient.close();    repository = new MongoTicketRepository(TEST_DB, TEST_TICKETS_COLLECTION,        TEST_COUNTERS_COLLECTION);  }  @Test",init
3348,  public abstract T <extra_id_0>(String id) throws DatabaseUnavailableException;,get
96,  void <extra_id_0>() {    for (var e = this.candies.keys(); e.hasMoreElements(); ) {      var c = this.candies.get(e.nextElement());      if (c.parentName == null) {        c.parent = null;      } else {        c.parent = this.candies.get(c.parentName);      }      if (c.getPoints() == 0 && c.parent != null) {        c.setPoints(c.parent.getPoints());      }    }  },setParentAndPoints
3165,"    void <extra_id_0>() {      var optionalCustomer = dao.getById(CUSTOMER.getId());      assertTrue(optionalCustomer.isPresent());      assertEquals(CUSTOMER, optionalCustomer.get());    }  }  /**   * An arbitrary number which does not correspond to an active Customer id.   *   * @return an int of a customer id which doesn't exist   */",retriveShouldReturnTheCustomer
2735,  void <extra_id_0>() {    assertDoesNotThrow(() -> App.main(new String[]{}));  },shouldExecuteApplicationWithoutException
2055,"  void <extra_id_0>() {    // Arrange    Supplier<Health> healthSupplier =        () -> {          throw new RuntimeException(""Health check failed"");        };    // Act    CompletableFuture<Health> healthFuture = healthChecker.performCheck(healthSupplier, 10);    // Assert    Health health = healthFuture.join();    assertEquals(Status.DOWN, health.getStatus());    String errorMessage = health.getDetails().get(""error"").toString();    assertTrue(errorMessage.contains(""Health check failed""));  }  /**   * Helper method to check if the log contains a specific message.   *   * @param action The action that triggers the log statement.   * @return True if the log contains the message after the action is performed, false otherwise.   */",whenHealthCheckThrowsException_thenReturnsDown
938,"  void <extra_id_0>() {    var msgQueue = new MessageQueue();    // Create a task generator thread with 1 job to submit.    var taskRunnable = new TaskGenerator(msgQueue, 1);    var taskGenThr = new Thread(taskRunnable);    taskGenThr.start();    assertNotNull(taskGenThr);    // Create a service executor thread.    var srvRunnable = new ServiceExecutor(msgQueue);    var srvExeThr = new Thread(srvRunnable);    srvExeThr.start();    assertNotNull(srvExeThr);  }",taskGeneratorTest
505,  public void <extra_id_0>(final int key) {    this.key = key;  },setKey
3112,  public final List<T> <extra_id_0>(final Collection<U> entities) {    return entities.stream().map(this::convertFromEntity).toList();  },createFromEntities
1983,"  public String <extra_id_0>(Order order) {    var result = super.execute(order);    if (order.getAddress() == null || order.getAddress().isEmpty()) {      return result + ""Invalid address! "";    } else {      return result;    }  }",execute
2310,"  public Map<LotteryTicketId, LotteryTicket> <extra_id_0>() {    return repository.findAll();  }  /**   * Draw lottery numbers.   */",getAllSubmittedTickets
2321,"  public boolean <extra_id_0>(int amount, String sourceAccount, String destinationAccount) {    if (accounts.getOrDefault(sourceAccount, 0) >= amount) {      accounts.put(sourceAccount, accounts.get(sourceAccount) - amount);      accounts.put(destinationAccount, accounts.get(destinationAccount) + amount);      return true;    } else {      return false;    }  }",transferFunds
3752,  Enchantment <extra_id_0>();,getEnchantment
1359,"  void <extra_id_0>() {    SignupModel model = new SignupModel();    model.setEmail(""Lily@email"");    assertEquals(""Lily@email"", model.getEmail());  }  /**   * Verify if a user can set a password properly   */  @Test",testSetEmail
1474,"  void <extra_id_0>() {    var albumPage = albumListPage.selectAlbum(""21"");    albumPage.navigateToPage();    assertTrue(albumPage.isAt());  }",testSelectAlbum
756,  public void <extra_id_0>() {    isHungry = false;  }  @Override,getFed
670,  Mass <extra_id_0>();,getMass
526,  E <extra_id_0>(Long id);,find
888,"  private static void <extra_id_0>(ByteBuffer data) {    // assuming UTF-8 :(    LOGGER.info(new String(data.array(), 0, data.limit()));  }",doLogging
445,  private static void <extra_id_0>(final DataSource dataSource)          throws SQLException {    try (var connection = dataSource.getConnection();         var statement = connection.createStatement()) {      statement.execute(UserTableModule.DELETE_SCHEMA_SQL);    }  },deleteSchema
914,  protected void <extra_id_0>(ILoggingEvent eventObject) {    log.add(eventObject);  },append
280,"  public static void <extra_id_0>(String[] args) {    LOGGER.info(""Use superpower: sky launch"");    var skyLaunch = new SkyLaunch();    skyLaunch.activate();    LOGGER.info(""Use superpower: ground dive"");    var groundDive = new GroundDive();    groundDive.activate();  }",main
3206,"    void <extra_id_0>() {        ClientPropertiesBean newBean = new ClientPropertiesBean();        assertEquals(""DEFAULT_NAME"", newBean.getName());        assertTrue(newBean.isBusinessInterest());        assertTrue(newBean.isScienceNewsInterest());        assertTrue(newBean.isSportsInterest());        assertTrue(newBean.isWorldNewsInterest());    }    @Test",testDefaultConstructor
3497,"  public void <extra_id_0>(Request req) {    req.markHandled();    LOGGER.info(""{} handling request \""{}\"""", name(), req);  }  @Override",handle
1174,"  void <extra_id_0>() {    assertThrows(UnsupportedOperationException.class, POISON_PILL::getBody);  }",testGetBody
1607,  public List<Book> <extra_id_0>();,load
2505,          public T <extra_id_0>() {            if (oldTypeIterator.hasNext()) {              E candidate = oldTypeIterator.next();              return function.apply(candidate);            } else {              return null;            }          }        };      }    };  }  /**   * Collects all remaining objects of this iteration into a list.   *   * @return a list with all remaining objects of this iteration   */  @Override,computeNext
2825,  public abstract void <extra_id_0>(GameObject gameObject);,collision
2914,"  public static void <extra_id_0>(String[] args) {    LOGGER.info(""Start Game Application using Data-Locality pattern"");    var gameEntity = new GameEntity(NUM_ENTITIES);    gameEntity.start();    gameEntity.update();  }",main
3585,"  void <extra_id_0>() {    var price = ""20"";    when(priceClient.getPrice()).thenReturn(price);    var mobileProduct = apiGateway.getProductMobile();    assertEquals(price, mobileProduct.getPrice());  }",testGetProductMobile
232,  private void <extra_id_0>() {    for (var entity : entities) {      entity.update();    }  }  /**   * Render the next frame. Here we do nothing since it is not related to the   * pattern.   */,update
430,"  void <extra_id_0>() {    var user = new User(1, ""iloveyou"", ""iloveyou"");    assertNotEquals(user, new User(1, ""janedoe"",            ""iloveyou""));  }  @Test",testEquals5
3301,  public static DataType <extra_id_0>(final String message) {    return new MessageData(message);  },of
196,"  void <extra_id_0>() throws BookNotFoundException, VersionMismatchException {    final var aliceBook = bookRepository.get(bookId);    final var bobBook = bookRepository.get(bookId);    aliceBook.setTitle(""Kama Sutra"");    bookRepository.update(aliceBook);    assertEquals(1, aliceBook.getVersion());    assertEquals(0, bobBook.getVersion());    var actualBook = bookRepository.get(bookId);    assertEquals(aliceBook.getVersion(), actualBook.getVersion());    assertEquals(aliceBook.getTitle(), actualBook.getTitle());    assertNotEquals(aliceBook.getTitle(), bobBook.getTitle());  }  @Test",testAliceAndBobHaveDifferentVersionsAfterAliceUpdate
1196,"  void <extra_id_0>() {    PresentationModel model = new PresentationModel(PresentationModel.albumDataSet());    String[] list = model.getAlbumList();    assertEquals(Arrays.toString(albumList), Arrays.toString(list));  }  @Test",testCreateAlbumList
3154,"  private static void <extra_id_0>(final CustomerDao customerDao) throws Exception {    addCustomers(customerDao);    LOGGER.info(ALL_CUSTOMERS);    try (var customerStream = customerDao.getAll()) {      customerStream.forEach(customer -> LOGGER.info(customer.toString()));    }    LOGGER.info(""customerDao.getCustomerById(2): "" + customerDao.getById(2));    final var customer = new Customer(4, ""Dan"", ""Danson"");    customerDao.add(customer);    LOGGER.info(ALL_CUSTOMERS + customerDao.getAll());    customer.setFirstName(""Daniel"");    customer.setLastName(""Danielson"");    customerDao.update(customer);    LOGGER.info(ALL_CUSTOMERS);    try (var customerStream = customerDao.getAll()) {      customerStream.forEach(cust -> LOGGER.info(cust.toString()));    }    customerDao.delete(customer);    LOGGER.info(ALL_CUSTOMERS + customerDao.getAll());  }",performOperationsUsing
3183,"      void <extra_id_0>() throws Exception {        var existingCustomer = new Customer(1, ""Freddy"", ""Krueger"");        var result = dao.add(existingCustomer);        assertFalse(result);        assertCustomerCountIs(1);        assertEquals(existingCustomer, dao.getById(existingCustomer.getId()).get());      }      @Test",addingShouldResultInFailureAndNotAffectExistingCustomers
3005,    public String <extra_id_0>() {      return log.get(log.size() - 1).getFormattedMessage();    },getLastMessage
3372,"  void <extra_id_0>() throws Exception {    //rest is successful    var ps = new PaymentService(new PaymentDatabase(), new DatabaseUnavailableException(),        new DatabaseUnavailableException(), new DatabaseUnavailableException(),        new DatabaseUnavailableException(), new DatabaseUnavailableException(),        new DatabaseUnavailableException());    var ss = new ShippingService(new ShippingDatabase());    var ms = new MessagingService(new MessagingDatabase());    var eh = new EmployeeHandle(new EmployeeDatabase());    var qdb = new QueueDatabase();    var c = new Commander(eh, ps, ss, ms, qdb, numOfRetries, retryDuration,        queueTime, queueTaskTime, paymentTime, messageTime, employeeTime);    var user = new User(""Jim"", ""ABCD"");    var order = new Order(user, ""book"", 10f);    c.placeOrder(order);  }",paymentDatabaseUnavailableCase
1131,"  private void <extra_id_0>() {    if (size == capacity) {      capacity = capacity * 2;      queue = copyOf(queue, capacity);    }  }  /**   * For debug .. print current state of queue   */",ensureCapacity
2545,"  void <extra_id_0>() {    factory = WeaponFactory.factory(builder -> {      builder.add(WeaponType.SPEAR, Spear::new);      builder.add(WeaponType.AXE, Axe::new);      builder.add(WeaponType.SWORD, Sword::new);    });  }  /**   * Testing {@link WeaponFactory} to produce a SPEAR asserting that the Weapon is an instance of   * {@link Spear}   */  @Test",init
1438,  public SortOrder <extra_id_0>() {    return sortOrder;  },getSortOrder
2897,"  public void <extra_id_0>() {    LOGGER.info(""The troll shrieks in horror and runs away!"");  }",fleeBattle
2697,  public static void <extra_id_0>(String[] args) {    var facade = new DwarvenGoldmineFacade();    facade.startNewDay();    facade.digOutGold();    facade.endDay();  },main
1708,  public void <extra_id_0>(String data) {    this.area.setText(data);  },displayData
1297,"  private void <extra_id_0>() throws InterruptedException {    var promise = new Promise<Integer>();    promise.fulfillInAsync(() -> {      throw new RuntimeException(""Barf!"");    }, executor);    try {      promise.get();      fail(""Fetching promise should result in exception if the task threw an exception"");    } catch (ExecutionException ex) {      assertTrue(promise.isDone());      assertFalse(promise.isCancelled());    }    try {      promise.get(1000, TimeUnit.SECONDS);      fail(""Fetching promise should result in exception if the task threw an exception"");    } catch (ExecutionException ex) {      assertTrue(promise.isDone());      assertFalse(promise.isCancelled());    }  }",testWaitingForeverForPromiseToBeFulfilled
2125,"    public List<CakeToppingInfo> <extra_id_0>() {        List<CakeToppingInfo> result = new ArrayList<>();        for (CakeTopping next : cakeToppingDao.findAll()) {            if (next.getCake() == null) {                result.add(new CakeToppingInfo(next.getId(), next.getName(), next.getCalories()));            }        }        return result;    }",getAvailableToppings
2148,"  public static void <extra_id_0>(String[] args) {    var service = new AsynchronousService(new LinkedBlockingQueue<>());    /*     * A new task to calculate sum is received but as this is main thread, it should not block. So     * it passes it to the asynchronous task layer to compute and proceeds with handling other     * incoming requests. This is particularly useful when main thread is waiting on Socket to     * receive new incoming requests and does not wait for particular request to be completed before     * responding to new request.     */    service.execute(new ArithmeticSumTask(1000));    /*     * New task received, lets pass that to async layer for computation. So both requests will be     * executed in parallel.     */    service.execute(new ArithmeticSumTask(500));    service.execute(new ArithmeticSumTask(2000));    service.execute(new ArithmeticSumTask(1));    service.close();  }  /**   * ArithmeticSumTask.   */",main
1487,"  public boolean <extra_id_0>() {    return ""Album Page"".equals(page.getTitleText());  }  /**   * Sets the album title input text field   *   * @param albumTitle the new album title value to set   * @return {@link AlbumPage}   */",isAt
124,      public Trampoline<T> <extra_id_0>() {        return trampoline.result();      }      @Override,jump
149,"  void <extra_id_0>() {    room = new Room(ID, ROOMTYPE, PRICE, BOOKED);  }  @Test",setUp
2670,"  public void <extra_id_0>(MoneyTransferEvent moneyTransferEvent) {    handleWithdrawal(moneyTransferEvent.getMoney(), moneyTransferEvent.isRealTime());  }  /**   * Handles transfer to account event.   *   * @param moneyTransferEvent the money transfer event   */",handleTransferFromEvent
1844,  public int <extra_id_0>() {    return queue.size();  },getSize
